Class Index,Description
4,"Materials company Pvaxx Research   Development has developed a plastic-looking polymer that degrades into soil when discarded, feeding a sunflower seed contained in a phone cover developed in conjunction with the polymer."
3,"Delta Air Lines Inc., the third-largest US carrier, reached a tentative agreement with its pilots union on pay reductions, according to a statement by the union."
2,"Though the MRI of Bill Mueller's sore right knee showed no apparent damage, the Red Sox third baseman flew to Phoenix yesterday to be examined by Dr. David Zeman , who performed arthroscopic surgery on the knee May 28.  quot;The initial call was pretty good, but the guy's been inside the knee, quot; said manager Terry Francona , who started Kevin ..."
2,"The Expos president has lists prepared and plans in place to close up shop in Montreal and rebuild the franchise in Washington. He #39;ll begin to act once Major League Baseball confirms the club #39;s move, something which could happen as soon as Thursday."
4,"Germany #39;s Infineon Technologies AG has agreed to plead guilty to charges of price-fixing and pay a \$160 million fine as part of a US investigation into the computer-memory chip industry, US antitrust authorities said Wednesday."
2,CHICAGO - The Cubs and shortstop Nomar Garciaparra have agreed to terms on a one-year deal worth \$8 million. No option years were added to the contract.
2,"Detroit, MI (Sports Network) - Brett Favre threw for 257 yards and a pair of touchdowns as Green Bay stopped a four-game losing streak with a 38-10 pounding of Detroit in an NFC North showdown at Ford Field."
3,"Circuit City Stores Inc. (CC.N: Quote, Profile, Research) on Friday reported a narrower quarterly loss as it kept a tight rein on expenses and sales of digital televisions "
2,"Mike Tyson is beginning to train for a fight in March, his first since being knocked out by Danny Williams in July."
1,"Reuters - A gas explosion in a crowded coal mine\in central China has killed 56 people and left 100 missing, the\Xinhua news agency said Thursday."
2,NEW YORK (Reuters) - Torii Hunter and Corey Koskie belted  two-run homers in the first inning to help the Minnesota Twins  clinch their third straight American League Central Division  title with an 8-2 victory over the Chicago White Sox Monday.
2,"WITH the impeccable timing that has become his trademark, Henrik Larsson discovered his scoring touch for Barcelona on Saturday night with the second goal in his sides 2-0 win over Sevilla at the Nou Camp."
1,"LOS ANGELES - Billionaire Marvin Davis, a former oilman who sold his 20th Century Fox studios to Rupert Murdoch in the 1980s, died Saturday at his home in Beverly Hills. He was 79..."
1,"Canadian Press - WASHINGTON (AP) - President George W. Bush on Monday removed a ban on commercial air service to Libya and released  #36;1.3 billion in frozen Libyan assets in recognition of ""significant"" steps to eliminate its deadliest weapons programs."
3,"An Iranian officer Sunday reiterated Iran #39;s  quot;deterrent policy quot;, saying it has enabled the country to impose its position on the enemies under any condition, the official IRNA news agency reported."
2,"If there is a crisis at Arsenal then nobody has told manager Arsene Wenger. In a miserable fortnight, the English champions have had their record unbeaten league "
2,"CBC SPORTS ONLINE - Scott Gomez has headed home to Alaska to play some hockey during the lockout. Gomez, a 24-year-old Anchorage native, skated Monday with the Alaska Aces of the ECHL and could debut in Friday #39;s home opener against the San Diego Gulls."
4,Users will see book excerpts alongside ordinary Google Web page search results.
3,"Film and television studio Metro-Goldwyn-Mayer Inc. (MGM.N: Quote, Profile, Research) on Monday said it agreed in principle to be acquired by a consortium led by Sony Corp."
4,"By TIM MOLLOY     LOS ANGELES (AP) -- California has adopted the world's first rules to reduce greenhouse emissions for autos, taking what supporters see as a dramatic step toward cleaning up the environment but also ensuring higher costs for drivers.    The rules may lead to sweeping changes in vehicles nationwide, especially if other states opt to follow California's example..."
4,"Handset manufacturers unite to develop TV-enabled mobile phones, but dont expect to watch Survivor on your cell phone anytime soon."
2,Rafael Benitez #39;s Anfield revolution gathered pace today when the Liverpool manager unveiled one new signing and revealed he was close to completing a deal for another.
2,"Prosecutors dropped sexual assault charges against two high school football players accused of raping a 15-year-old schoolmate. Charges against the boys, ages 15 and 17, were dropped Wednesday."
3,"The two-day decline in oil prices, with crude futures briefly dipping below \$53 a barrel yesterday, is a temporary trend that is likely to reverse itself before too long, analysts and traders said."
4,The BBC has today reported that 28 UK file sharers are to be sued by the British Phonographic Industry (BPI). The BPI warned in March it would take legal action against users of peer-to-peer music services
2,"Houston Rockets #39; Yao Ming answers a question from journalists during a press conference for the NBA China 2004 game Tuesday, Oct. 12, 2004 in Shanghai, China."
4," FRANKFURT/LONDON (Reuters) - Google Inc. on Wednesday  introduced a new search technology to help publishers sell  books online, a fast-growing market dominated by Internet  retailer Amazon.com."
4,SEARCH ENGINE giant Google seems to have agreed to block access to sites that the Chinese authorities think will corrupt their citizens.
3,A foreign airline has been given permission by the federal government to carry electronic Taser stun guns on some of its flights in the United States to protect against hijackings or other attacks.
4,"Even his biggest fans might see Steven P. Jobs, Apple Computer's chief executive, as a brilliant dunce."
3,"WASHINGTON Sept. 24, 2004 - Shares of Fannie Mae fell again on Friday, capping a three-day slide of more than 13 percent, as investor concerns widened after a government regulator accused top executives"
1," KABUL (Reuters) - Five Afghan prison guards and police and  two prisoners were killed in a jail break attempt by al Qaeda  inmates on Friday and a shoot-out was going on with another  two, a spokesman for the Interior Ministry said."
1,"CAIRO -- Iraqi militants threatened to behead a Turkish truck driver if his company and the Kuwaiti contractor it works for did not stop their operations in Iraq within 48 hours, according to a videotape aired on Arab television yesterday."
1," GOMA, Congo (Reuters) - Thousands of civilians have fled  their homes after clashes in the east of the Democratic  Republic of Congo, the United Nations said on Friday, but it  was unclear who was behind the violence."
4,roundup Plus: WS-I tackles Web services attachments...Newspaper sites take up paid search ads...Microsoft IPTV to woo Swiss test group.
2,Turnovers near their opponents #39; goal line. Missed tackles near their own end zone. One 49ers quarterback after the other getting pummeled and injuring their shoulders.
3,"Halliburton may not rebid for contracts to support US troops in Iraq if the US army breaks up its contract, the company says."
4,Telecommunications giant tries to attract consumers who make few long-distance calls with a \$20-per-month local plan.
1,US Ambassador to the United Nations John Danforth says the Bush administration has confidence in UN Secretary-General Kofi Annan and is not calling for his resignation.
4,The SANS Institute today released its annual Top-20 list of Internet security vulnerabilities. The list is compiled from recommendations by leading security researchers and companies around the world.
1, KATHMANDU (Reuters) - Nepal's main opposition party urged  the government on Monday to call a unilateral cease-fire with  Maoist rebels and seek peace talks to end a road blockade that  has cut the capital off from the rest of the country.
4,Philadelphia expanded free outdoor wireless Internet access on Tuesday as part of a multimillion-dollar plan to connect the entire city by early 2006.
2,"Brendan Hansen, United States, swimming  The former UT swimmer goes for the gold in the 200-meter breaststroke. The world-record holder at 100 and 200 meters, Hansen won the silver in the 100 breast on the second day of competition. He says a ..."
1,"GAYA, India -- Gearing up for the final push to wipe out polio, India has run into a hurdle in an eastern state, where poor, conservative communities are refusing to give polio drops to children because they distrust the medicine and its distributors."
1,"ATHENS, Greece - Jerremy Wariner is just 20 years old. He just led a U.S..."
3,"THE United States looks set on a collision course with the European Union (EU) over their aircraft industries. In recent months, the two giants have been unable to agree on how best to replace a 1992 bilateral"
1,An probe is launched after paramedics allegedly leave a homeless man in South Africa to die because he was dirty.
2,"As the Mets continued waiting for a counterproposal from the three-time Cy Young award winner Pedro Martnez yesterday, it became obvious that they may need more than money to lure him."
1,"Israeli troops shoot two Palestinians who entered a closed military area in Gaza, near the Israeli border."
3,"NEW YORK, October 28 (newratings.com) - DreamWorks Animation SKG Inc (ticker: DWA), the creator of famous animation films including Shrek and Shark Tale, witnessed a robust rally in its share price this morning, during its debut trading at the Wall"
3,"Agribusiness company Archer Daniels Midland Co. (ADM.N: Quote, Profile, Research) on Friday posted a 77 percent jump in quarterly profit, helped by record North American harvests and lower"
3,"Reuters - Kmart Holding Corp. (KMRT.O) on Monday\reported its third consecutive quarterly profit as cost cuts\made up for slumping sales, and its cash pile grew to about\ #36;2.6 billion."
4,"LONDON - The Earth #39;s silent hum is created by interactions between the atmosphere, ocean and sea floor, researchers say. Planet Earth produces a deep, low frequency rumble far below the limit of human hearing."
3,"Camden Property Trust has agreed to buy Summit Properties Inc., a rival owner of upscale apartments, for about \$1.1 billion. The two real-estate investment trusts Monday said the merger creates the country #39;s"
4,TWITCHERS should book their plane tickets as soon as possible. Wildlife experts yesterday claimed to have discovered a new species of bird in the Philippines. But they immediately warned that the flightless Calayan rail could be driven to extinction by ...
4,"NOKIA and Vodafone have agreed to collaborate on simplifying mobile phone software using the Java computer language, paving the way for cheaper mobile phones in the long run."
4,AP - An oversized model train speeds over the heads of visitors to guide them through 200 species of orchids.
4,"What most adults might consider games for kids are anything but, say video game industry critics and two US senators. BY CHARLES HOMANS."
1,"Reuters - His fluency in several Afghan languages, his first-name friendships with world leaders and his familiarity to voters across the country should guarantee success for Afghan President Hamid Karzai in October elections."
2,"But there are only a handful of programs that consider themselves to be on the same level as Arizona, an elite basketball power that expects to be in contention for the Final Four every season."
3,"Marsh  amp; McLennan Cos. , the world's largest insurance broker, may settle New York Attorney General Eliot Spitzer's claims of rigged bids and kickbacks within a month, chief executive Michael Cherkasky said."
3,(CP) - Fears of an explosion and concerns about public safety may lead to the scrapping of a planned natural gas importing terminal near Quebec City despite future fuel supply needs.
3,"WASHINGTON (AFX) - Consumer confidence in the United States softened for the third straight month in October, the Conference Board said Tuesday."
2,"The 2003 co-national champion USC Trojans, coming off a 12-1 season and a Rose Bowl victory, and the Virginia Tech Hokies, who finished last season 8-5 with an Insight Bowl loss to Cal, meet"
2,"Jeromy Burnitz hit a tiebreaking, two-run homer in the eighth inning to overshadow Barry Bonds #39; 698th homer and lift the Colorado Rockies to an 8-7 victory over the San Francisco Giants on Tuesday night."
4,"Most, if not all, of you have read or been in heated debates over why or why not higher clocked microprocessors are better than their  quot;comparable quot; competition."
4,Cancels release of desktop chip in shift away from megahertz towards cache tweaks to improve processor performance.
4,"The Internet is receiving its own batch of phone numbers for Voice over Broadband (VoB) phone services, the UK #39;s Telecom regulating body Ofcom announced today."
1,"PARIS : Floods in Haiti have killed 600 people and left 1,000 others missing and presumed dead, Prime Minister Gerard Latortue told French radio."
4,"Phishing is a growing form of online fraud that blends old-fashioned confidence scams with innovations in technological trickery. In the second part of our two-part series, washingtonpost.com explores how banks, Internet service providers and other online businesses are trying to make e-commerce safe for their customers.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/b&gt;&lt;/font&gt;"
4,"Washington - The fossil of what may be one of the earliest baby birds has been found in northeast China. The fossil, estimated at 121 million years old, is curled up as though still in its shell."
1,"NEW YORK - Al Leiter pitched two-hit ball for six innings to earn his first win in six weeks, and the New York Mets put another dent in Chicago's playoff hopes Sunday with a 3-2 victory over the Cubs.    Chicago began the day a half-game in front of San Francisco in the NL wild-card race after losing 4-3 to the fourth-place Mets in 11 innings Saturday..."
4,Texas Instruments is prepping a new single-chip solution designed to bring live broadcast television to mobile phones and other portable devices.
2,Reuters - The New York Jets and\quarterback Chad Pennington are close to a deal that would make\the quarterback the highest- paid player in franchise history.
3,"NEW YORK (Reuters) - Interstate Bakeries Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBC.N target=/stocks/quickinfo/fullquote""&gt;IBC.N&lt;/A&gt;,  maker of Hostess Twinkies and Wonder Bread, filed for  bankruptcy on Wednesday after struggling with more than \$1.3  billion in debt, high costs and weak demand for bread products  amid the popularity of low-carbohydrate diets."
2,"ATHENS (Reuters) - Venus Williams's bid for a second  successive Olympic doubles tennis gold ended on Monday when she  and stand-in partner Chanda Rubin lost 7-5, 1-6, 6-3 to Chinese  eighth seeds Li Ting and Sun Tian Tian in the first round."
4,"Reuters - Biotechnology is meeting art in\Venezuela as scientists try to save the country's art treasures\from being ruined by its tropical insects, fungi and humidity."
4,"SASKATOON -- The switch was officially flipped on one of the largest science projects in Canadian history yesterday, igniting the passions of researchers who aim to do everything from creating smaller radios to curing the common cold."
4,TheDeal.com - The Dutch private equity firm will sell the stake in the mobile telephone company to a Dutch investor.
3,Reuters - Tokyo's Nikkei average fell 2 percent at\the opening on Monday as investors shied away from exporters\including Toyota Motor Corp. after a fall in the dollar below\107 yen stoked concerns about their earnings.
2,"Usually when a trade involving a high-priced player of a small market team gets consummated, there is generally the sense that the small market team is being taken advantage of."
4,"Wharf T amp;T, a telecom arm of conglomerate Wharf (Holdings), has teamed up with its sister company i-Cable Communications, Hong Kong #39;s second-largest broadband provider, to launch an Internet phone service, hoping to widen its market share."
2,"CELTIC silenced their critics last night, and a fair chunk of the Nou Camp, by producing a remarkable display of defiance to dent Barcelonas omnipotence in their own backyard."
1,"Reuters - Leaders of an Afghan militant group\holding three U.N. workers hostage met on Friday to decide\whether to kill them or extend a deadline for authorities to\meet their demands, a member of the leadership council said."
2,"China #39;s Xing Huina came from nowhere to win the Olympic gold medal in women #39;s 10,000m race in Athens on Friday. The 20-year-old Xing, making her first Olympic appearance, clocked a winning time of 30 minutes 24."
1,"Reuters - Iraq is still too dangerous for Russian\companies to work there, President Vladimir Putin was quoted as\saying on Friday."
1,Reuters - Angry Darfuris who fled Arab\militias told the U.N.'s top envoy in Sudan Thursday they are\still not safe because the Janjaweed who tormented them at home\are among security forces guarding refugee camps.
3,"US Airways is at risk of filing Chapter 11 bankruptcy, which has frequent fliers thinking about cashing in miles, Boston.com reports."
3,"REDMOND, Wash. -- Their biggest clients hit hard by viruses, worms, and other attacks, Microsoft Corp. and Cisco Systems Inc. said today that they plan to work together to help their corporate customers fight back."
2,"Christina Kim fired a closing 65 to win the Longs Drugs Challenge by one shot over Karrie Webb in California. Kim, 20, the first-round leader, landed her first LPGA title with five birdies on the back nine to finish on 18 under."
4,"Major movies studios to announce fresh crackdown on illegal downloads, according to a news report. NEW YORK (CNN/Money) - The Motion Picture Association of America is expected to announce a new campaign aimed "
3,SYDNEY: Woolworths Ltd said it will extend its latest bid for hotels group ALH Ltd after Australia #39;s takeover regulator intercepted what could have been a knock-out blow in the retail giant #39;s takeover battle with rival Coles Myer.
2,Northeastern and Binghamton were locked in a back-and-forth struggle before Jose Juan Barea took charge. The junior guard scored 15 of his game-high 28 points in the final five minutes to lead the Huskies to a 75-68 victory at Solomon Court yesterday.
2,"Bronx, NY (Sports Network) - Half of the scheduled doubleheader between the New York Yankees and Tampa Bay was postponed Monday after the Devil Rays had trouble leaving Florida because of Hurricane Frances."
2,"Republic of Ireland reaction:  #39;good defending, good organisation and good understanding #39;- in fact a pretty good day, all round!"
4,"The group that awarded US\$10 million this week to the winner of an outer-space travel contest is gearing up to offer cash prizes for technology breakthroughs in medicine, computer science, transportation and a number of other arenas."
4,"Microsoft has previewed  quot;Whitehorse, quot; a set of visual design tools intended to support the design and validation of Web services-based applications."
3,"Industry analysts expect close to 10,000 job cuts in the coming weeks so that the workers can be removed from AT T's books by the end of the year."
3,Good growth plus an unappreciative investing public finally make Red Hat's stock look cheap.
2,"Scottie Pippen played the sidekick to basketball's greatest star, creating a partnership the Chicago Bulls parlayed into an NBA dynasty with six titles in the 1990s."
4,"Cordys, Inc. of Scotland, an integration and collaboration software vendor, announced today the availability of a new Web services platform."
1,LONDON - An Anglican commission sharply criticized the U.S. Episcopal Church on Monday for consecrating a gay bishop and called on the Americans to apologize...
3,"Broadcom Corp. on Tuesday announced that Scott McGregor, chief of Philips #39; chip division, will become its new president and CEO."
3,H amp;R Block #39;s (HRB:NYSE - news - research) low-multiple shares cheapened Wednesday as investors tried to digest its explanation for a wide first-quarter earnings miss.
3,"Just two weeks after staging a defiant user conference in San Francisco , Craig Conway was ousted as CEO of PeopleSoft. Industry observers are divided on the cause: some say it was performance-related, while "
4,"Fans who can't get enough of ""The Apprentice"" can visit a new companion Web site each week and watch an extra 40 minutes of video not broadcast on the Thursday show.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/b&gt;&lt;/font&gt;"
3,"HONG KONG (Dow Jones)--China Netcom Group Corp. (Hong Kong) Ltd. (0906.HK) Wednesday priced its initial public offering at HK\$8.48 a share, allowing it to raise US\$1."
2,Rubens Barrichello wakes up this morning at his home in Sao Paulo this morning and savours the prospect of his first Brazilian Grand Prix victory.
2,Andy Cole #39;s six-game suspension over last month #39;s brawl at West Bromwich was cut to four on Thursday after an appeal to the English Football Association.
2,The U.S. women's and men's eights team both set world bests in the Olympic rowing competition Sunday along with Australian pair Sally Newmarch and Amber Halliday.
4,"SAN FRANCISCO -- Intel Corp. expects its first-generation WiMax chips to spawn devices for wireless broadband end-users that cost less than \$200 and won't require a visit by a service provider, a company executive said Tuesday."
2,"Valentino Rossi clinched his fourth straight MotoGP world championship, winning the Australian Grand Prix on Sunday. The 25-year-old Yamaha racer, an eight-time winner this season, passed Spain #39;s Sete Giberneau"
4,"Advanced Micro Devices Inc. (AMD) plans to develop flash memory chips that blend the best characteristics of the two dominant flash memory architectures, the company announced."
2,Tom Lehma's 5-under 67 on Saturday leaves him tied for the Funai Classic lead as he gets a third chance in as many weeks to end a five-year winning drought.
3,"New Zealand Reserve Bank Governor Alan Bollard doesn #39;t favor a single regulator to supervise banks in Australia and New Zealand, saying that may lead to conflict between the interests of both nations."
1,"WASHINGTON/SEOUL (Reuters) - The United States agreed under  pressure from South Korea Wednesday to stretch out over an  additional three years until 2008 the withdrawal of 12,500 U.S.  troops from that country."
2,The sound you just heard was the other shoe dropping. The noise you detected was that of hearts of the hopeful breaking. Who wants to believe that a massive doping scandal has taken place in several sports?
3,"The two companies do not operate in all the same markets, but Monday's warnings seemed to suggest that both were suffering from tougher competition in some areas."
4,"Symantec is making a play for a broader market with a new ""information integrity"" strategy, which users and analysts said meshes with their needs for corporate security. The question is whether the vendor can execute on its wider vision."
4,"Reuters - Airgo Networks said on Monday the\Linksys unit of Cisco System Inc. will use its chips in\equipment for high-speed wireless networking, bolstering\support for the start-up chip maker's technology."
3,"Williams Cos. Inc. has scrapped efforts to sell its power business as the depressed wholesale market has damaged prospects for selling the unit, the natural gas company said on Thursday."
3, NEW YORK (Reuters) - It is back to business for U.S.  initial public offerings and time to see if the market for new  issues can pull out of its end-of-summer slump.
1,"About 300 Syrian soldiers in a convoy of trucks and armored vehicles returned home from Lebanon on Thursday, part of a wider redeployment of forces that the United States described as encouraging."
4,Japanese electronics and entertainment giant Sony Corp. showed Tuesday a camcorder that takes video at digital high-definition quality for the home.
3,"A disappointing holiday sales forecast from Wal-Mart is dragging on blue chips, while Apple Computer is a bright light on Wall Street."
2,The first home international action of the Australian summer sees the visit of New Zealand for a brief two-Test series. The last time the teams met on Australian soil it resulted in one of the most even contests 
4,"AdWeek.com - NEW YORK -- Intel is reintroducing the Blue Man Group, not used since 2001, in a campaign for its Centrino mobile technology for wireless computing."
3,Defense contractor General Dynamics Corp. on Wednesday posted a higher third-quarter profit led by a big rebound in its aerospace segment.
1,"Indo-Caribbeans, who have not felt particularly embraced by Indians in Flushing and Elmhurst in Queens, have cobbled together their own community in Richmond Hill."
1,"AP - Secretary-General Kofi Annan, under fire in Washington over the U.N. role in Iraq, said that the United States and the United Nations have the greatest impact on global issues when they work together."
4,"SANTA CLARA, Calif.--The business of selling software is due for an extreme makeover, industry executives said at the SoftSummit conference ."
3,"As the high-pressure holiday travel season rolls in, the transportation industry is anticipating some of the highest numbers seen in four years."
2,"STAT LINE: Shaquille O #39;Neal had 24 points, 17 rebounds and four blocked shots in 38 minutes Friday against the Pistons. POWER PLAY: The crowd buzzed with anticipation when fan favorite Darko Milicic caught the ball on the block with O #39;Neal on his back."
2,Team bosses will discuss their plans to cut costs in F1 including a proposal to cut testing to just ten days during the season for all teams.
4,"WASHINGTON - Wild South American monkeys routinely use fist-sized rocks to crack open seeds and to dig in dry Brazilian soil for grubs and edible tubers, researchers report in the journal Science."
3,Reuters - Jewelry retailer Zale Corp. \said Tuesday its quarterly loss widened as its business took a\hit in the autumn from the string of hurricanes that battered\the U.S. Southeast and Puerto Rico.
2,"THEY CAME to pay homage to the new hero of Old Trafford last night, to take their first glimpse at the glorious future. And the boy-man delivered as Wayne Rooney showed exactly why Sir Alex Ferguson was willing "
2,BLOOMFIELD HILLS (Reuters) - Holders Europe began to peg  back a fast start by the United States as the 35th Ryder Cup  approached its climax in the last-day singles on Sunday.
3,THE WORLD does not need cellphones in the sky. They #39;re causing enough trouble on the ground. Here #39;s hoping the Federal Communications Commission gets a load of mail nixing its proposal to lift the current
3,Wholesale grocer Metcash Trading has announced that it intends to make an off-market takeover offer to acquire the entire issued share capital of Australian supermarket group Foodland Associated.
2,"AP - A complete set of 1914 Cracker Jack baseball cards featuring ""Shoeless"" Joe Jackson and Ty Cobb has been sold for a record  #36;800,000."
3," European Competition Commissioner Mario Monti will hold a  news conference on Tuesday afternoon on the long-running  antitrust case against Coca-Cola, a European Union spokeswoman  said."
2,"GlovedFistJuno.com - He #39;s five inches taller, has an eight inch advantage in reach, and out weighs his opponent by at least sixty pounds."
1,WASHINGTON (Reuters) - The International Monetary Fund said  on Wednesday Iraq's official bilateral creditors had agreed to  defer debt the country owes them until the end of 2005.
3,"Kmart Corp. #39;s cheeky proposal to acquire Sears, Roebuck and Co. for \$11 billion may be wowing Wall Street, but it doesn #39;t do anything to fix the serious problems afflicting two"
4,"AP - The state plans to start eight projects related to Everglades restoration, including building reservoirs that could ease suburban flooding and environmental damage from hurricanes, officials said Thursday."
3,LONDON (CBS.MW) -- Zurich Financial (ZZ:001107539) gained 2.6 percent in Swiss trade after agreeing to settle US nursing home litigation by paying \$47.5 million.
1,"LONDON - British Prime Minister Tony Blair said he will undergo a medical procedure Friday to correct an irregular heartbeat, calling it a routine treatment that won't prevent him from seeking another term in office.    The 51-year-old prime minister said the procedure will involve local anesthetic and will not affect his job..."
2,"Spaniard Miguel Angel Jimenez took his customary position when a superb six-under-par 64 hauled him into the halfway lead at the US\$800,000 Omega Hong Kong Open today."
4,"Firefox seems to have reignited the browser war. First, Google made headlines when it got hold of the domain name GBrowser.com pointing towards a possible browser release from them."
3," WASHINGTON (Reuters) - Fannie Mae executives and their  regulator squared off on Wednesday, with executives denying any  accounting irregularity and the regulator saying the housing  finance company's management may need to go."
2,"AP - Steve Francis has his new franchise 2-0. Francis hit his second game-winner, soaring into the lane to put back Pat Garrity's missed 3-pointer with 2.7 seconds left Friday night. That gave the Orlando Magic a 90-89 victory over the New Orleans Hornets."
1,Mr. Susilo Bambang Yudhoyono is set to become Indonesia #39;s next president. The former general has been projected as the landslide winner of this week #39;s presidential ballot.
2,Bethel Johnson remains in the dark on why Patriots coach Bill Belichick decided the second-year wide receiver out of Texas A amp;M should have been kept off the 45-man active roster for last Sunday's win over the Dolphins.
4,I.B.M. plans to announce that it will contribute some of its speech-recognition software to two open-source software groups.
4,Mozilla Firefox has features and extensions that go far beyond what you get with Internet Explorer.  Here's how to turbocharge the browser to enhance your online experience.
1,"AFP - Philippine rescuers were frantically digging for more survivors after four people, including a toddler, were pulled alive from a building crushed by a landslide 11 days ago."
1,"ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe..."
4,"AP - Pam Morret and her husband, Lynn, missed the big eruption of Mount St. Helens in 1980. They sure were not going to miss this one."
1,AFP - Vice President Dick Cheney will square off with his Democratic rival John Edwards in a televised debate Tuesday that suddenly takes on importance for the Republicans after George W. Bush's tepid showing last week.
4,A proposal for a wireless phone directory raises concerns in Congress.
1,"MOSCOW. Sept 29 (Interfax) - A Moscow court has issued an arrest warrant for two Chechens suspected of involvement in the murder of Paul Klebnikov, a prominent American journalist and editor-in-chief of the Russian edition of Forbes magazine."
1,"BEIJING, NOVEMBER 28: A gas explosion tore through a coal mine in northern China on Sunday, trapping as many as 166 miners in what could be the worst disaster to hit the worlds most dangerous mining industry in years."
3,SMITHFIELD Pork processor Smithfield Foods Inc. said yesterday that net income in the first quarter more than doubled as improved profitability in hog production and strong results in pork offset lower beef earnings.
3,"Univision Communications Inc. and Nielsen Media Research Inc. have dropped lawsuits against each other over the rollout of Nielsen #39;s controversial  quot;personal people meters, quot; which critics said"
3,"Altria Group Inc. (MO.N: Quote, Profile, Research) has begun preparing itself for a possible break-up, once tobacco lawsuit hurdles are cleared, to realize fair value for "
4,ST. LOUIS -- It #39;s a big day for a big check in St. Louis where the team behind a rocket plane called SpaceShipOne has accepted a \$10 million prize for advancements in private space travel and tourism.
4,"ORLANDO, Fla. Oct. 8, 2004 - A former NASA safety inspector accused of falsifying examinations of crucial parts on the space shuttle Discovery pleaded not guilty Friday in federal court, and his attorney called him  quot;meticulous in his work."
2,"New England captain Jason Robinson played down his hat-trick of tries in the 70-0 rout of minnows Canada at Twickenham on Saturday, and warned the world champions would have to up their game at home to South Africa next week."
3,"ALBANY, NY RS Investment Management agreed to pay 30 (m) million dollars to settle allegations it allowed  quot;excessive quot; market timing in its mutual funds."
3,The world #39;s software giant Microsoft Corp. said it would comply with the European Commission (EC)  #39;s orders if it fails this week to persuade the European Court of Justice to suspend the EC #39;s decision.
2,"Roger Federer hadn #39;t played anybody for keeps in six weeks. So, even though he #39;d been routinely putting in four-hour training sessions after he arrived at Westside Tennis Club last week, a measure of apprehension lingered."
3,HOUSTON -- Enron Corp. #39;s chief financial officer since a month after the energy company went bankrupt in December 2001 resigned effective Friday.
2,"When Adam Gilchrist must have woken up in his well-furnished room at the Taj Coromandel this morning, looking through the windows and at the slate-black sky and the incessant rain, he would have possibly wondered where he was."
2,"ALBUQUERQUE, NM Nov 16, 2004 - New Mexico signed coach Rocky Long a contract extension through 2009 on Tuesday. While details of the new contract are still being worked out, Long is getting a pay raise of"
1,"A former soldier, rebel and warlord was sworn in Thursday as the new president of Somalia in the latest attempt to unite the nation under a central government for the first time since 1991."
2,"Sunday #39;s final of the Madrid Masters pitted players ranked ninth, Marat Safin, and 10th, David Nalbandian, in the world; both near the top of their games."
4,KIRKLAND -- A local company is one of several across the country targeted by Microsoft Corp. in a spate of copyright and trademark infringement lawsuits filed Monday.
4,"SAN FRANCISCO - A two-year investigation by U.S. law enforcement authorities has resulted in one of the largest seizures of fake software ever in the U.S. and charges against 11 individuals, government officials said Thursday."
1,Bambang Harymurti showed no signs of being broken in spirit when a panel of judges at the Central Jakarta District Court found him guilty of libel and sentenced him to a year in prison on Thursday.
4,"New Enterprise Associates is the biggest stand-alone venture capital operation in the world, but industry insiders say the company's girth is a handicap."
1,"AP - Sen. John Kerry, bracing for a potential fight over election results, will not hesitate to declare victory Nov. 2 and defend it, advisers say. He also will be prepared to name a national security team before knowing whether he's secured the presidency."
1,"The death toll in Wednesday #39;s gas explosion at Daping coal mine in China #39;s Henan province has risen to 66. A 1,000-member rescue force is still searching for 84 missing miners."
3,UK lender Barclays says it is in talks with South Africa's Absa about buying a majority stake in the bank.
4,Dueling Cisco Systems Inc. and Juniper Networks Inc. are both jockeying for the spotlight on the high end of the routing market with announcements of new developments around their respective CRS-1 and T-series core routers.
2,"KOHLER, Wisconsin (Reuters) - Tiger Woods failed to make  the most of a red-hot start in the U.S. PGA Championship third  round on Saturday, having to settle for a three-under-par 69."
3,Shares of UK #39;s Kidde were higher on speculation that a deal with United Technologies could be close. LONDON (Reuters) - Britain #39;s Kidde Plc Wednesday said it received a revised offer of \$2.69 billion from
3,"Some states are paying far higher prices than others for prescription drugs under the Medicaid program, but data that would help them get a better deal are kept confidential by the federal government, a new report says."
4,Apple Computer #39;s marketing chief Phil Schiller unveiled the newest version of the popular iMac at the Apple Expo in Paris on Tuesday.
3,"Reuters - Oil prices marched toward  #36;50 a\barrel on Friday, weighing on Asian stock markets as investors\fretted over the impact of high energy costs on corporate\profits, consumer spending and economic growth in general."
1,"HAVANA : The US dollar disappeared from stores, hotels and restaurants in Cuba in what communist leader Fidel Castro has called a move to counter US attempts to stifle the island #39;s economy."
3,Yukos will on Thursday seek an injunction from a US court in a last-gasp bid to block the forced auction of its main operating unit by the Russian government on Sunday.
